stop_words_removed_qns,tag1
Euler little cute squirrel when autumn come collect reserve winter the interesting fact Euler like collect acorn specific way a tree describe n acorn connect n 1 branch exactly way pair acorn Lets enumerate acorn 1 nThe squirrel choose acorn necessary number 1 start visit way call Euler tour note collect acorn visit timetoday morning Kate observe Euler she take sheet paper write consecutive index acorn path unfortunately way home start rain number illegible now girl sad present observation teachermaybe I guess lack number Ill able thought help restore valid Euler tour tree tell mistake,dynamic programming
Vasya own big integer l r Lets define partition x sequence string s_1 s_2 dots s_k s_1 s_2 dots s_k x concatanation string s_i ith element partition for example number 12345 follow partition 1 2 3 4 5 123 4 5 1 2345 12345 lot otherslet partition beautiful element contain lead zerosVasya want know number beautiful partition number s_i satisfy condition l le s_i le r Note comparison integer comparison string onehelp Vasya count partition number match give requirement the result big print modulo 998244353,greedy
you give grid consist 2 row n column each cell grid color black whitetwo cell consider neighbours common border share color two cell A B belong component neighbour neighbour A belong component BLets bicolore beautiful exactly k componentscount number beautiful bicoloring the number big print answer modulo 998244353,greedy
you give set integer l r inclusive l r r l 1 le 3 cdot 105 r l oddyou want split number exactly fracr l 12 pair way pair j great common divisor j equal 1 each number appear exactly pairsprint result pair output solution exist if multiple solution print,dynamic programming
Vasya come password register EatForces string s the password EatForces string consist lowercase uppercase latin letter digitsbut eatforce take care security user user password contain digit uppercase latin letter lowercase latin letter for example password abacaba12 z7q 3R24 m valid password qwerty qwerty12345 Password a substre string s string x s_l s_l 1 dot s_l len 1 1 le l le s 0 le len le s l 1 len length substre note string consider substre s length 0vasyas password come weak security setting eatforce he like password want replace substre string length order satisfy condition this operation perform exactly choose string minimal possible lengthnote length s change replacement substre string contain lowercase uppercase Latin letter digit,dynamic programming
there n point plane x_1y_1 x_2y_2 ldot x_ny_nYou need place isoscele triangle side coordinate axis cover point point cover lie inside triangle triangle calculate minimum length short triangle,greedy
little C love number 3 he love thing itnow positive integer n he wants split n 3 positive integer abc abcn 3 integer multiple 3 help find solution,dynamic programming
two friend travel bubble galaxy they Hello signal distance small equal d_1 time speak point time talk distance great d_2 we need calculate time friend say hello for N moment you ll array point friend represent position moment a person stay position moment time person assume movement movement constant speed constant direction,greedy
after learn lot space exploration little girl name Ana want change subjectana girl love palindrome string read backwards forward she learn check give string palindrome soon grow tired problem come interesting need help solve ityou give array string consist small letter alphabet your task find palindrome pair array a palindrome pair pair string follow condition hold permutation concatenation string palindrome in word string let aab abcac concatenate aababcac check exist permutation new string palindrome case exist permutation aabccbaa two pair consider different string locate different index the pair string index ij consider pair ji,greedy
Being bored explore Moon WallB decide explore binary number he take binary number decide count time different substring length appear he store value c_00 c_01 c_10 c_11 represent times substring 00 01 10 11 appear number respectively for example 10111100 rightarrow c_00 1 c_01 1 c_10 2 c_11 3 10000 rightarrow c_00 3 c_01 0 c_10 1 c_11 0 10101001 rightarrow c_00 1 c_01 3 c_10 3 c_11 0 1 rightarrow c_00 0 c_01 0 c_10 0 c_11 0wallb noticed multiple binary number satisfy c_00 c_01 c_10 c_11 constraint because want count binary number satisfy constraint c_xy give interval a b unfortunately processing power was not strong handle large interval curious can help since number large print modulo 109 7,dynamic programming
